function	055A	056A	068A	071A	077A	078A	091A	092A	098A	099A	100A	101A	217A	218A	219A	220A	223A	224A	225A	241A	242A	243A	244A	245A	246A	248A
EC:1.3.99.35	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.1	3047.6	4169.6	5590.37	4657.2	1293.77	2488.67	3606.73	7286.83	7189.17	7588.37	9490.07	6000.0	4220.28	2131.1	1124.9299999999998	5168.42	3272.03	24839.38	3430.57	3236.79	35862.25	4035.08	21719.25	3619.37	7906.13	38213.67
EC:1.4.1.11	0.0	0.0	0.0	7.0	0.0	0.0	124.0	202.0	0.0	0.0	0.0	0.0	979.0	821.0	534.0	166.0	240.0	787.33	222.0	68.0	588.5	1032.0	2176.34	228.0	46.0	0.0
EC:1.4.1.13	16438.8	22307.14	11498.2	9784.7	12132.64	4386.68	22738.86	20614.16	24613.28	25736.1	32972.74	24346.06	25389.75	50788.94	17048.9	54327.89	24738.74	48590.47	30019.54	31151.26	65331.41	39204.69	53851.22	27543.68	24277.32	66518.82
EC:1.4.1.14	16438.8	22307.14	11498.2	9784.7	12132.64	4386.68	22738.86	20614.16	24613.28	25736.1	32972.74	24346.06	25389.75	50788.94	17048.9	54327.89	24738.74	48590.47	30019.54	31151.26	65331.41	39204.69	53851.22	27543.68	24277.32	66518.82
EC:1.4.1.16	0.0	2301.0	3.0	16.0	7233.17	151.5	4244.0	743.5	63.5	131.32999999999998	1386.67	253.5	8147.429999999999	21174.55	2715.73	20351.85	8748.1	14910.58	10590.83	12100.41	20673.75	16581.64	17469.84	8347.06	7637.92	22657.16
EC:1.4.1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	59.0	27.0	20.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.2	2728.0	3798.0	5663.0	4768.33	448.0	971.67	2024.0	4963.0	7013.0	7433.0	9227.0	5856.0	752.5	1299.75	466.0	2158.0	1121.0	159.0	1356.0	1426.0	652.0	600.0	167.0	714.0	1266.25	943.5
EC:1.4.1.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.21	0.0	0.0	7.0	0.0	4.0	10.67	0.0	0.0	308.72	145.0	219.85	207.86	415.91	554.66	104.75	77.0	25.0	0.0	113.67	5.0	6.0	13.17	2296.5	9.0	0.0	3.0
EC:1.4.1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.24	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	3.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.3	3.0	10.0	15.0	16.0	4.0	32.67	0.0	0.0	308.72	145.0	219.85	207.86	299.74	268.08	37.75	26.0	10.0	0.0	55.67	0.0	178.0	48.0	2.0	105.0	20.0	2.0
EC:1.4.1.4	12845.77	15019.11	32650.87	35188.619999999995	34964.85	23398.67	16929.4	19082.26	9645.48	15911.12	13461.839999999998	16482.7	15317.62	26636.31	9709.0	28136.27	21474.96	35599.880000000005	17571.899999999998	19394.37	45381.17	22784.46	40023.42	18647.84	17013.34	43394.740000000005
EC:1.4.1.9	0.0	0.0	117.0	163.0	46.0	196.0	77.0	15.0	45.0	6.0	13.0	17.0	317.0	280.75	88.0	34.0	0.0	2.0	47.0	0.0	8.0	0.0	0.0	2.0	6.5	2.0
EC:1.4.3.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	4.5	9.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.3.16	5268.0	5085.84	161.0	211.75	7135.42	416.34	7393.66	4171.91	5184.81	5309.42	6547.27	5972.200000000001	9490.93	10814.8	7385.07	10801.94	9741.44	18251.99	8265.84	6225.25	23324.41	10186.06	18127.43	7570.969999999999	7713.96	21794.58
EC:1.4.3.19	0.0	0.0	148.0	185.0	61.0	262.0	64.0	15.0	51.0	10.0	37.0	17.0	607.0799999999999	537.5	99.0	58.0	7.0	0.0	128.0	57.0	15.0	0.0	6.5	0.0	18.79	6.0
EC:1.4.3.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.3.21	5330.0	5079.51	9.0	19.75	8.25	12.67	4032.99	3819.24	5142.2300000000005	5294.01	5660.85	5994.87	365.34	1707.58	4431.51	2180.01	1673.51	2181.74	2474.1800000000003	1326.76	2132.49	1488.01	421.01	922.24	1556.54	1241.76
EC:1.4.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.3.4	0.0	0.0	139.0	172.0	57.0	232.0	90.0	15.0	51.0	6.0	13.0	17.0	120.0	102.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.17	2.0	0.0	0.0	0.0
EC:1.4.3.5	5176.5	4971.17	291.67	375.42	131.42000000000002	1508.34	4023.66	3760.41	5098.31	5145.59	5535.77	5872.530000000001	2013.82	3421.99	4438.0	2190.75	1660.0	13334.75	2638.01	1455.2600000000002	18715.33	1520.0	9137.59	890.75	2159.87	18713.92
EC:1.4.4.2	10603.0	12490.67	11210.4	9418.15	12317.25	1994.67	10183.83	13988.58	18998.64	19944.42	23786.6	17489.53	9764.66	9039.74	6392.17	12929.92	11913.17	17022.91	9912.84	6482.92	23195.33	9013.01	17994.760000000002	8923.58	14009.25	23424.75
EC:1.4.7.1	3.0	2301.0	6.0	20.0	1538.17	56.5	3735.0	691.5	72.5	131.32999999999998	1335.67	253.5	6074.23	18975.8	2480.33	17928.1	5203.1	2610.5	8530.83	11950.66	2822.0	14838.89	6590.5	7627.16	3228.17	4416.66
EC:1.4.9.1	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	100.5	96.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.99.5	0.0	0.0	351.0	489.0	138.0	579.0	153.0	45.0	135.0	18.0	39.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.99.6	0.0	0.0	123.0	171.0	46.0	225.67	66.0	15.0	45.0	6.0	13.0	17.0	60.0	90.0	12.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.5	0.0
EC:1.5.1.1	0.0	0.0	4.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	5.0	51.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.2	15563.27	18815.61	38458.57	40162.15	35497.85	24602.01	22072.9	25774.26	16996.699999999997	23472.12	22840.19	22541.56	14253.27	27704.46	10384.9	28113.97	22109.56	21971.800000000003	18790.7	20782.87	27784.92	23788.46	26298.33	17745.239999999998	14408.34	28356.840000000004
EC:1.5.1.20	5828.5	7305.17	974.67	645.42	1581.59	1348.34	7808.66	4472.91	5125.81	5250.92	6800.4400000000005	6109.030000000001	10235.75	23370.290000000005	6632.23	22694.77	8863.1	18487.33	12790.84	14067.42	23620.58	16633.559999999998	20854.93	9583.31	8474.79	23470.58
EC:1.5.1.21	0.0	0.0	117.0	163.0	46.0	193.0	51.0	15.0	45.0	6.0	13.0	17.0	0.0	29.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0
EC:1.5.1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.25	0.0	7.0	0.0	0.0	0.0	0.25	0.0	0.75	0.0	0.0	0.0	2.0
EC:1.5.1.28	2717.5	3772.5	5505.5	4576.0	429.0	739.0	2011.5	5058.0	6939.5	7404.0	9132.5	5817.0	1030.0	1980.17	631.0	2888.17	1335.0	8451.0	1381.0	1483.0	12830.0	1511.0	4824.0	2737.0	1821.0	13509.0
EC:1.5.1.3	21410.94	24221.79	38450.37	40160.7	31770.759999999995	26267.68	27077.9	30962.52	22098.21	28858.46	28989.19	28616.57	13095.27	27442.37	15411.91	29448.56	22499.06	24557.88	22065.54	22223.96	29663.42	23365.120000000003	26401.42	18148.48	15533.34	28815.090000000004
EC:1.5.1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.34	5161.0	4928.67	9.0	19.75	8.25	16.34	3906.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	606.66	1854.08	4166.17	2022.92	1547.17	1975.08	2328.84	1303.42	1992.83	1425.17	396.42	841.58	1446.54	1137.92
EC:1.5.1.36	155.5	169.67000000000002	17.67	2.67	16.17	1031.34	108.66	113.16	431.81	289.59000000000003	356.77	353.53	84.08	237.74	169.42	87.67	65.67	103.33	115.34	36.84	74.33	32.67	15.67	40.33	63.0	57.67
EC:1.5.1.38	10598.0	12602.67	11278.2	9525.28	935.25	1879.34	9481.83	13738.58	18963.64	19977.42	23936.6	17513.53	3002.91	17435.5	5201.17	18366.76	4494.17	2799.58	9344.84	11886.67	3997.33	12323.59	4287.42	4985.58	5727.04	5046.42
EC:1.5.1.39	225.6	222.6	11.0	21.33	828.6	630.0000000000001	2274.4	704.9999999999999	146.0	151.2	453.4	166.0	3213.65	13983.93	857.0	14344.75	2849.2	1262.05	5354.4	8031.7	1344.25	10196.67	5155.4	5261.6	4995.55	2539.0
EC:1.5.1.41	5161.0	4928.67	9.0	19.75	8.25	10.67	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	363.0	1654.83	4108.17	2007.42	1542.17	1975.08	2256.84	1303.42	1983.83	1422.67	396.42	841.58	1430.25	1126.42
EC:1.5.1.43	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	7.75	10.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	59.0	27.0	20.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.5	15563.27	18985.61	38328.37	39977.95	35451.85	24409.01	23856.9	25674.26	16642.98	23321.12	22607.34	22316.7	14254.02	27900.46	10140.9	28028.97	22004.56	21884.800000000003	18880.7	20874.87	27572.92	23258.46	26300.33	17584.239999999998	14389.34	29064.840000000004
EC:1.5.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.7	652.0	63.0	802.0	443.0	902.0	19.0	1745.0	97.0	0.0	23.0	727.0	0.0	5110.179999999999	5523.13	1802.4	6606.35	5570.6	14578.08	4982.0	3373.5	19417.25	3966.57	14686.34	4710.9	4411.75	18375.0
EC:1.5.1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.3.1	0.0	0.0	995.0	1213.0	414.0	1663.0	425.0	124.0	363.0	42.0	91.0	119.0	358.0	488.0	134.0	4.0	0.0	0.0	7.0	0.0	16.0	0.0	25.0	0.0	10.0	3.0
EC:1.5.3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.3.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
EC:1.5.5.1	0.0	0.0	147.0	183.0	61.0	265.34000000000003	66.0	15.0	51.0	6.0	13.0	17.0	613.16	689.5	109.0	40.0	3.0	0.0	112.0	0.0	13.0	0.0	6.5	5.0	18.79	6.0
EC:1.5.5.2	5176.5	4971.17	173.67	205.42	85.42	1309.34	3972.66	3745.41	5050.31	5139.59	5522.77	5855.530000000001	1287.32	2711.74	4292.0	2115.25	1632.0	1998.75	2522.01	1451.2600000000002	2050.33	1432.5	428.09	884.75	1471.87	1158.42
EC:1.5.8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.8.4	0.0	0.0	40.0	18.0	22.0	78.0	2.0	0.0	12.0	0.0	0.0	0.0	17.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.98.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.98.2	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.99.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.99.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.99.6	0.0	0.0	0.0	0.0	4.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	6.0	17.0	0.0	2.75	0.0	0.0	12.0	0.0	0.0	0.0	2.75	0.0	0.0	0.0
EC:1.6.1.1	5161.0	4928.67	126.0	182.75	54.25	203.67	3968.83	3727.58	5039.64	5136.42	5521.6	5855.530000000001	661.5799999999999	1944.83	4179.17	2026.42	1545.17	1975.08	2315.84	1303.42	1996.83	1422.67	401.42	841.58	1449.04	1132.42
EC:1.6.1.2	10353.0	9942.34	492.34	614.84	231.84	2870.0200000000004	8011.32	7505.82	10151.62	10285.18	11058.54	11728.06	2565.89	5529.98	8630.0	4182.0	3263.0	3985.5	5010.02	2892.5200000000004	4121.66	2879.0	865.1800000000001	1766.5	2968.53	2310.34
EC:1.6.2.4	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.6.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.6.3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.6.5.2	11720.27	10132.61	7629.0	9286.5	3023.76	3088.68	11792.07	11184.18	11167.72	10956.37	12562.3	12590.78	2326.3500000000004	4464.26	10494.52	4409.42	6761.36	5547.3	8742.91	5085.29	5305.17	4533.57	2985.83	3301.53	3763.5	3996.33
EC:1.6.5.3	54357.5	53259.7	7145.5	6614.5	9867.34	3867.2	48111.3	43206.8	57476.4	58967.86000000001	66369.84	64404.3	54217.9	53125.8	50803.36	63679.7	48864.7	64574.59999999999	36971.06	24705.85	65933.47	36526.01	97411.1	48412.45	52566.41	41939.15
EC:1.6.5.5	5164.0	4928.67	429.0	554.75	192.25	733.01	4083.83	3757.58	5141.64	5148.42	5547.6	5889.530000000001	1258.24	2632.83	4376.17	2124.42	1546.17	1975.08	2481.84	1303.42	2004.83	1424.67	401.42	851.58	1455.75	1134.42
EC:1.6.99.1	6140.0	7371.0	25293.0	26286.0	24777.0	19709.0	5703.0	12337.0	4071.0	10134.0	5351.0	9807.0	148.75	328.75	13.0	84.0	6150.0	2049.0	214.0	2633.0	1929.0	1413.0	3922.0	2835.0	3052.0	1037.0
EC:1.6.99.3	18371.77	20499.11	44100.07	44883.48	28761.68	25466.02	19414.4	31413.76	23624.98	30610.79	30391.17	27931.2	5410.29	6372.82	7386.07	9141.2	15870.46	18720.97	9743.2	9169.46	24294.92	5797.49	17034.489999999998	9094.41	11851.42	24388.18
EC:1.7.1.13	7894.0	8753.67	5689.17	4813.42	640.09	2056.34	6225.16	8704.41	12001.81	12549.92	14659.94	11681.53	3828.52	4810.66	4788.73	6657.5	4599.0	14560.83	4053.34	3181.42	20221.58	3103.82	12800.93	4179.81	6720.29	19482.08
EC:1.7.1.15	10322.0	9857.34	518.0	717.5	212.5	861.35	8043.66	7485.16	10438.71	10418.27	11304.91	11924.490000000002	1589.16	4060.99	8478.09	4153.59	3098.34	3950.16	4717.35	2720.84	3995.66	2845.34	810.59	1693.16	2900.08	2266.84
EC:1.7.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.1.7	15545.77	16620.11	38161.7	39788.95	28092.51	22975.34	17175.07	24809.93	16511.81	23154.620000000003	21154.5	22046.2	1161.6	3432.75	6588.84	4614.79	12484.63	5251.55	7969.7	7680.870000000001	5494.17	4845.74	4752.82	5939.51	6661.05	5328.68
EC:1.7.2.1	0.0	0.0	122.0	163.0	46.0	196.0	64.0	15.0	45.0	6.0	13.0	17.0	204.5	198.75	40.0	13.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	5.0	0.0	2.0
EC:1.7.2.2	5173.5	4971.17	25.67	29.42	24.42	1047.67	3906.66	3730.41	4690.59	4988.59	5289.92	5630.67	749.2500000000001	2229.16	4215.25	2173.5	1636.0	24678.75	2489.34	1451.2600000000002	35343.33	1557.0	17804.84	879.75	2825.08	36242.92
EC:1.7.2.3	10503.5	10050.68	31.67	42.17	32.67	1048.01	7939.65	7549.65	9524.1	10137.6	10730.92	11417.68	585.01	3395.66	8540.01	4194.01	3285.51	4174.49	4753.85	2773.02	4159.82	2920.51	839.8499999999999	1797.99	3009.33	2394.68
EC:1.7.2.4	0.0	0.0	123.0	163.0	46.0	196.0	51.0	15.0	45.0	6.0	13.0	17.0	31.0	65.0	21.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
EC:1.7.2.5	0.0	0.0	121.0	166.0	46.0	196.0	64.0	15.0	45.0	6.0	13.0	17.0	210.5	232.25	71.0	19.0	0.0	0.0	30.0	0.0	4.0	2.5	9.0	0.0	0.0	2.0
EC:1.7.2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	7.5	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.7.1	3.0	18.5	0.0	5.0	160.67000000000002	0.0	1361.0	87.5	47.5	37.33	165.67000000000002	16.0	1148.9	517.47	104.33	499.1	219.6	48.5	881.3299999999999	758.6600000000001	273.0	2366.22	750.5	174.16	1383.67	1455.66
EC:1.7.7.2	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	4.25	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.99.1	5164.0	5008.67	129.0	196.75	7001.75	356.17	7499.33	4017.08	5066.64	5216.42	6461.6	5855.530000000001	9216.0	11049.17	7251.07	12265.87	9483.37	16716.16	7792.84	5561.92	22312.08	9606.48	16135.76	9405.48	6519.5	20370.25
EC:1.7.99.4	35931.5	34387.85	601.67	842.92	284.92	1948.35	27895.98	25931.23	34954.520000000004	35729.200000000004	38461.23	40707.94	3242.07	12340.22	28805.68	14220.68	10751.68	13654.57	15953.71	9418.44	13805.65	9945.18	2811.52	5849.57	9927.08	8046.1
EC:1.8.1.14	2717.5	3772.5	5505.5	4576.0	387.0	739.0	1949.5	4938.0	6939.5	7404.0	9132.5	5817.0	135.0	766.0	306.0	2093.0	1105.0	153.0	1258.0	1426.0	637.0	600.0	162.0	701.0	1261.0	696.0
EC:1.8.1.15	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	46.5	9.0	4.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.1.2	18474.5	21174.84	16927.5	14274.5	1334.5	2900.35	13854.16	22284.16	30957.78	32486.84	38429.7	29179.06	2432.73	6987.41	9466.34	10411.84	6408.34	4409.16	8492.68	6831.84	5915.66	4645.34	1313.34	3796.16	6683.58	4354.84
EC:1.8.1.4	18280.77	20305.61	44139.07	44941.15	40247.68	25765.85	19684.4	30261.26	23646.48	30605.79	30429.17	27921.2	14019.99	13987.48	9718.92	15684.37	23170.46	41107.8	16662.54	12697.46	55856.42	12934.83	34239.33	16450.18	15167.21	55966.68
EC:1.8.1.7	10333.54	9854.55	19341.370000000003	21836.95	6138.9400000000005	6890.68	12339.64	16240.11	13014.15	13488.99	17020.07	12784.87	1431.26	3718.81	8679.74	4835.42	8398.119999999999	4212.6900000000005	11765.53	6951.91	4500.01	4766.89	1014.89	4028.01	4450.18	4147.54
EC:1.8.1.8	10334.5	9899.84	288.67	400.17	128.67000000000002	1510.0100000000002	7941.49	7472.99	10086.95	10276.01	11044.37	11711.06	4899.679999999999	5955.820000000001	8730.57	6473.42	5389.17	18473.24	5172.85	2825.1800000000003	22899.41	3210.17	18943.19	4140.73	6846.66	19947.84
EC:1.8.1.9	32003.04	39997.55	101932.27	106235.68	95520.28	67467.34999999999	46321.14	59869.61	32306.15	51627.65	45152.91	48577.87	24284.85	39563.93	16059.4	38064.94	47360.12	29508.270000000004	30889.39	34270.98	36118.76	37395.42	36367.23	32150.33	24180.06	36629.76
EC:1.8.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.2.2	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.07999999999998	191.75	51.0	37.5	7.0	0.0	34.0	4.0	0.0	0.0	2.0	5.0	2.0	7.5
EC:1.8.2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	102.0	23.0	21.0	9.0	6.0	26.0	4.0	7.0	0.0	0.0	0.0	0.0	241.5
EC:1.8.2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.4.11	22698.81	24963.49	55790.57	57475.48	35727.7	30571.02	27776.88	39214.96	31466.82	38939.19	42406.47	34792.54	10831.02	13561.19	14049.11	18146.27	20985.78	21647.24	19187.66	15209.11	27538.1	12685.38	21951.63	15276.31	14535.77	25849.5
EC:1.8.4.12	15575.77	16737.11	38350.03999999999	40000.95	28508.35	25310.01	17751.230000000003	24971.09	16587.15	23192.96	21206.84	22063.2	9707.2	8380.900000000001	7750.57	10027.37	14959.46	19219.300000000003	8676.869999999999	8517.380000000001	24271.42	7079.24	21069.83	11302.580000000002	10698.67	23294.18
EC:1.8.4.8	7881.5	8701.17	5664.5	4778.75	456.25	1022.34	5920.33	8665.58	11988.14	12540.42	14654.1	11679.53	1531.86	3394.83	4593.57	4182.42	2657.17	2755.91	3711.84	2733.42	3051.33	2043.67	2455.26	1551.98	2714.04	1847.75
